cut,flute_1,flute_2,flute_3,
1,32.31711361,48.89261732,37.72082548,39.6435188
2,37.914879,49.57081504,37.72082548,41.73550651
3,43.08790971,50.30286727,37.72082548,43.70386749
4,47.8590723,51.08365203,37.84985103,45.59752512
5,52.25032922,51.90828793,38.17266456,47.44376057
6,56.28276562,52.77212655,38.61755643,49.22414953
7,59.97661561,53.6707451,39.17455623,50.94063898
8,63.3512879,54.5999392,39.83415523,52.59512744
9,66.4253909,55.55571585,40.58729178,54.18946618
10,69.21675719,56.53428648,41.42533708,55.72546025
11,71.74246752,57.53206029,42.34008123,57.20486968
12,74.01887416,58.54563763,43.32371962,58.62941047
13,76.06162381,59.57180359,44.36883963,60.00075568
14,77.88567991,60.60752172,45.46840765,61.32053643
15,79.50534445,61.64992794,46.61575637,62.59034292
16,80.93427925,62.69632451,47.8045724,63.81172539
17,82.18552678,63.74417426,49.0288842,64.98619508
18,83.27153045,64.79109482,50.28305022,66.11522516
19,84.20415441,65.83485314,51.56174741,67.20025165
20,84.99470288,66.87336002,52.85995997,68.24267429
21,85.653939,67.90466485,54.17296838,69.24385741
22,86.19210327,68.92695045,55.49633868,70.2051308
23,86.61893145,69.93852803,56.82591204,71.12779051
24,86.94367205,70.93783235,58.15779461,72.01309967
25,87.17510345,71.92341685,59.48834755,72.86228928
26,87.32155046,72.89394911,60.81417738,73.67655898
27,87.39090058,73.84820624,62.13212659,74.4570778
28,87.39090058,74.78507049,63.43926441,75.20507849
29,87.39090058,75.70352498,64.73287786,75.94243447
30,87.39090058,76.6026495,66.0104631,76.66800439
31,87.39090058,77.48161641,67.26971691,77.38074463
32,87.39090058,78.33968677,68.50852841,78.07970525
33,87.39090058,79.17620637,69.72497111,78.76402602
34,87.39090058,79.99060207,70.91729498,79.43293254
35,87.39090058,80.78237816,72.08391897,80.08573257
36,87.39090058,81.55111275,73.22342351,80.72181228
37,87.39090058,82.2964544,74.33454341,81.3406328
38,87.39090058,83.01811874,75.41616079,81.9417267
39,87.39090058,83.71588526,76.46729838,82.52469474
40,87.39090058,84.38959411,77.48711287,83.08920252
41,87.39090058,85.03914309,78.47488851,83.63497739
42,87.39090058,85.66448465,79.43003091,84.16180538
43,87.39090058,86.26562303,80.35206101,84.66952821
44,87.39090058,86.84261145,81.24060921,85.15804041
45,87.39090058,87.39554943,82.09540971,85.62728657
46,87.39090058,87.92458016,82.91629497,86.07725857
47,87.39090058,88.42988794,83.70319044,86.50799299
48,87.39090058,88.91169574,84.45610931,86.91956854
49,87.39090058,89.37026282,85.17514756,87.31210365
50,87.39090058,89.80588243,85.86047909,87.68575403
51,87.39090058,90.21887955,86.51235104,88.04071039
52,87.39090058,90.60960878,87.13107922,88.37719619
53,87.39090058,90.97845225,87.71704374,88.69546552
54,87.39090058,91.32581757,88.27068479,88.99580098
55,87.39090058,91.65213593,88.79249847,89.27851166
56,87.39090058,91.95786023,89.2830329,89.54393124
57,87.39090058,92.24346325,89.74288435,89.79241606
58,87.39090058,92.50943591,90.17269359,90.02434336
59,87.39090058,92.7562856,90.57314227,90.24010948
60,87.39090058,92.98453457,90.94494956,90.44012824
61,87.39090058,93.19471836,91.2888688,90.62482925
62,87.39090058,93.38738431,91.60568433,90.79465641
63,87.39090058,93.56309014,91.89620842,90.95006638
64,87.39090058,93.72240252,92.16127833,91.09152714
65,87.39090058,93.86589581,92.40175351,91.21951663
66,87.39090058,93.99415074,92.61851282,91.33452138
67,87.39090058,94.10775318,92.81245198,91.43703525
68,87.39090058,94.20729304,92.98448102,91.52755821
69,87.39090058,94.29336308,93.13552193,91.6065952
70,87.39090058,94.36655788,93.26650631,91.67465492
71,87.39090058,94.42747281,93.37837323,91.73224887
72,87.39090058,94.47670304,93.47206707,91.77989023
73,87.39090058,94.51484266,93.54853556,91.81809293
74,87.39090058,94.54248373,93.60872787,91.84737073
75,87.39090058,94.5602155,93.65359272,91.86823627
76,87.39090058,94.56862356,93.68407674,91.88120029
77,87.39090058,94.56862356,93.70112274,91.88688229
78,87.39090058,94.56862356,93.70566818,91.88839744
79,87.39090058,94.56862356,93.70566818,91.88839744
80,87.39090058,94.56862356,93.70566818,91.88839744
81,87.39090058,94.56862356,93.70566818,91.88839744
82,87.39090058,94.56862356,93.70566818,91.88839744
83,87.39090058,94.56862356,93.70566818,91.88839744
84,87.39090058,94.56862356,93.70566818,91.88839744
85,87.39090058,94.56862356,93.70566818,91.88839744
86,87.39090058,94.56862356,93.70566818,91.88839744
87,87.39090058,94.56862356,93.70566818,91.88839744
88,87.39090058,94.56862356,93.70566818,91.88839744
89,87.39090058,94.56862356,93.70566818,91.88839744
90,87.39090058,94.56862356,93.70566818,91.88839744
91,87.39090058,94.56862356,93.70566818,91.88839744
92,87.39090058,94.56862356,93.70566818,91.88839744
93,87.39090058,94.56862356,93.70566818,91.88839744
94,87.39090058,94.56862356,93.70566818,91.88839744
95,87.39090058,94.56862356,93.70566818,91.88839744
96,87.39090058,94.56862356,93.70566818,91.88839744
97,87.39090058,94.56862356,93.70566818,91.88839744
98,87.39090058,94.56862356,93.70566818,91.88839744
99,87.39090058,94.56862356,93.70566818,91.88839744
100,87.39090058,94.56862356,93.70566818,91.88839744
101,87.7061647,94.56862356,93.70566818,91.99348548
102,88.0993478,94.56862356,93.70566818,92.12454651
103,88.49130564,94.56862356,93.70566818,92.25519913
104,88.88155409,94.56862356,93.70566818,92.38528194
105,89.26963001,94.56862356,93.70566818,92.51464058
106,89.65509154,94.56862356,93.70566818,92.64312776
107,90.03751838,94.56862356,93.70566818,92.77060337
108,90.41651198,94.56862356,93.70566818,92.89693457
109,90.79169571,94.56862356,93.70566818,93.02199582
110,91.16271501,94.56862356,93.70566818,93.14566892
111,91.52923739,94.56862356,93.70566818,93.26784304
112,91.89095253,94.56862356,93.70566818,93.38841476
113,92.24757218,94.56862356,93.70566818,93.50728797
114,92.59883018,94.56862356,93.70566818,93.62437397
115,92.94448231,94.56862356,93.70566818,93.73959135
116,93.2843062,94.56862356,93.70566818,93.85286598
117,93.61810111,94.56862356,93.70566818,93.96413095
118,93.94568777,94.56862356,93.70566818,94.0733265
119,94.26690815,94.56862356,93.70566818,94.18039996
120,94.58162515,94.56862356,93.70566818,94.28530563
121,94.88972237,94.56862356,93.70566818,94.3880047
122,95.19110376,94.56862356,93.70566818,94.48846517
123,95.48569329,94.56862356,93.70566818,94.58666168
124,95.77343457,94.56862356,93.70566818,94.68257544
125,96.05429047,94.56862356,93.70566818,94.77619407
126,96.32824273,94.56862356,93.74018966,94.87901865
127,96.59529149,94.56862356,93.93261436,95.03217647
128,96.85545491,94.56862356,94.13621951,95.18676599
129,97.10876863,94.56862356,94.3509501,95.34278076
130,97.35528535,94.56862356,94.57673474,95.50021455
131,97.59507432,94.56862356,94.8134861,95.65906133
132,97.82822082,94.56862356,95.06110142,95.81931527
133,98.05482567,94.56862356,95.31946299,95.98097074
134,98.27500469,94.56862356,95.58843867,96.14402231
135,98.48888816,94.56862356,95.86788239,96.3084647
136,98.69662026,94.61864372,96.15763466,96.49096621
137,98.89835857,94.77442788,96.45752308,96.71010318
138,99.09427345,94.936968,96.76736287,96.93286811
139,99.2845475,95.1061995,97.08695738,97.15923479
140,99.469375,95.28205156,97.41609862,97.38917506
141,99.64896132,95.46444735,97.75456776,97.62265881
142,99.82352237,95.65330429,98.10213572,97.85965413
143,99.99328397,95.84853439,98.45856362,98.10012733
144,100.1584813,96.05004442,98.82360334,98.34404302
145,100.3193584,96.25773627,99.19699805,98.59136424
146,100.4761675,96.47150713,99.57848272,98.84205245
147,100.6291683,96.69124982,99.96778466,99.09606759
148,100.7786279,96.91685304,100.364624,99.35336831
149,100.9248194,97.1482016,100.7687143,99.61391177
150,101.0680222,97.3851767,101.1797629,99.87765393
151,101.208521,97.62765621,101.5974715,100.1445496
152,101.3466052,97.87551489,102.0215369,100.4145523
153,101.4825683,98.12862466,102.4516511,100.6876147
154,101.6167078,98.38685484,102.887502,100.9636882
155,101.7493242,98.65007241,103.328774,101.2427235
156,101.8807204,98.91814226,103.7751482,101.5246703
157,102.0112017,99.1909274,104.2263032,101.8094774
158,102.1410748,99.46828924,104.6819154,102.0970931
159,102.2706475,99.75008778,105.1416593,102.3874649
160,102.400228,100.0361819,105.6052085,102.6805395
161,102.5301247,100.3264295,106.0722354,102.9762632
162,102.6606455,100.6206878,106.5424124,103.2745819
163,102.7920973,100.9188136,107.0154117,103.5754409
164,102.9247859,101.2206632,107.4909062,103.8787851
165,103.0590149,101.5260932,107.9685697,104.1845593
166,103.1950858,101.8349601,108.4480774,104.4927078
167,103.3332975,102.1471208,108.9291061,104.8031748
168,103.4739456,102.4624327,109.4113349,105.1159044
169,103.6173222,102.7807541,109.8944454,105.4308406
170,103.7637155,103.101944,110.3781221,105.7479272
171,103.9134094,103.4258627,110.8620528,106.0671083
172,104.0666829,103.7523718,111.3459291,106.3883279
173,104.2238103,104.0813342,111.8294463,106.7115303
174,104.3850601,104.4126146,112.3123042,107.0366596
175,104.5506955,104.7460794,112.7942074,107.3636608
176,104.7209733,105.0815971,113.2748654,107.6924786
177,104.896144,105.4190381,113.7539929,108.0230583
178,105.0764515,105.7582753,114.2313103,108.3553457
179,105.2621329,106.0991838,114.7065438,108.6892868
180,105.4534178,106.4416414,115.179426,109.0248284
181,105.6505285,106.7855285,115.6496958,109.3619176
182,105.8536796,107.1307284,116.1170987,109.7005022
183,106.0630776,107.4771272,116.5813874,110.0405307
184,106.2789212,107.8246142,117.0423215,110.3819523
185,106.5014004,108.1730817,117.4996682,110.7247168
186,106.7306968,108.5224254,117.9532024,111.0687749
187,106.9669833,108.8725444,118.4027067,111.4140781
188,107.210424,109.2233411,118.8479717,111.7605789
189,107.4611738,109.5747216,119.2887964,112.1082306
190,107.7193786,109.9265956,119.724988,112.4569874
191,107.985175,110.2788767,120.1563624,112.8068047
192,108.2586902,110.631482,120.5827442,113.1576388
193,108.5400419,110.9843326,121.0039667,113.5094471
194,108.8293382,111.3373537,121.4198724,113.8621881
195,109.1266779,111.6904743,121.8303128,114.2158217
196,109.4321497,112.0436276,122.2351485,114.5703086
197,109.7458328,112.3967508,122.6342497,114.9256111
198,110.0677966,112.7497853,123.0274957,115.2816925
199,110.3981009,113.1026766,123.4147755,115.6385177
200,110.7367954,113.4553746,123.7959876,115.9960525
201,111.0839203,113.8078334,124.1710401,116.3542646
202,111.4395061,114.1600113,124.5398507,116.7131227
203,111.8035733,114.5118709,124.9023469,117.072597
204,112.176133,114.8633792,125.2584659,117.4326594
205,112.5571865,115.2145076,125.6081548,117.793283
206,112.9467257,115.5652317,125.9513701,118.1544425
207,113.344733,115.9155313,126.2880785,118.5161143
208,113.7511812,116.2653909,126.6182561,118.8782761
209,114.1660341,116.614799,126.941889,119.2409074
210,114.5892461,116.9637486,127.2589728,119.6039892
211,115.0207626,117.3122369,127.5695129,119.9675041
212,115.4605201,117.6602655,127.8735244,120.3314367
213,115.9084463,118.00784,128.1710319,120.6957727
214,116.36446,118.3549704,128.4620693,121.0604999
215,116.828472,118.701671,128.7466804,121.4256078
216,117.3003841,119.04796,129.024918,121.7910874
217,117.7800905,119.3938598,129.2968443,122.1569315
218,118.2674771,119.7393969,129.5625308,122.5231349
219,118.7624221,120.0846019,129.8220578,122.8896939
220,119.2647961,120.4295091,130.0755148,123.2566067
221,119.7744621,120.774157,130.3230002,123.6238731
222,120.2912763,121.1185876,130.5646208,123.9914949
223,120.8150876,121.4628472,130.8004924,124.3594757
224,121.3457382,121.8069852,131.030739,124.7278208
225,121.8830639,122.1510551,131.2554931,125.0965374
226,122.4268941,122.4951138,131.474895,125.4656343
227,122.9770523,122.8392217,131.6890935,125.8351225
228,123.5333561,123.1834427,131.8982448,126.2050145
229,124.0956175,123.5278439,132.1025129,126.5753248
230,124.6636433,123.8724957,132.3020694,126.9460695
231,125.2372354,124.2174717,132.4970931,127.3172667
232,125.8161908,124.5628486,132.6877699,127.6889364
233,126.4003021,124.908706,132.8742926,128.0611002
234,126.9893575,125.2551264,133.0568608,128.4337816
235,127.5831416,125.6021951,133.2356806,128.8070058
236,128.1814351,125.9500002,133.4109642,129.1807998
237,128.7840154,126.2986322,133.5829302,129.5551926
238,129.3906569,126.6481841,133.7518028,129.9302146
239,130.0011312,126.9987515,133.9178121,130.3058983
240,130.6152074,127.350432,134.0811934,130.6822776
241,131.2326523,127.7033255,134.2421873,131.0593884
242,131.8532309,128.0575339,134.4010394,131.4372681
243,132.4767066,128.413161,134.5579999,131.8159558
244,133.1028415,128.7703127,134.7133235,132.1954926
245,133.7313964,129.1290961,134.8672693,132.5759206
246,134.3621319,129.4896204,135.0201002,132.9572842
247,134.9948077,129.851996,135.172083,133.3396289
248,135.6291837,130.2163346,135.3234878,133.723002
249,136.2650196,130.5827494,135.4745881,134.1074524
250,136.902076,130.9513544,135.6256605,134.4930303
251,137.540114,131.3222648,135.776984,134.8797876
252,138.1788957,131.6955966,135.9288403,135.2677775
253,138.8181847,132.0714667,136.0815132,135.6570549
254,139.4577462,132.4499923,136.2352886,136.0476757
255,140.0973471,132.8312914,136.390454,136.4396975
256,140.7367569,133.2154822,136.5472984,136.8331792
257,141.375747,133.6026833,136.7061117,137.2281807
258,142.0140922,133.9930132,136.8671851,137.6247635
259,142.6515699,134.3865908,137.0308101,138.0229903
260,143.2879608,134.7835344,137.1972787,138.4229246
261,143.9230495,135.1839625,137.3668831,138.8246317
262,144.556624,135.5879928,137.5399153,139.2281774
263,145.1884767,135.995743,137.7166668,139.6336288
264,145.8184043,136.4073297,137.8974285,140.0410542
265,146.4462078,136.8228691,138.0824903,140.4505224
266,147.0716935,137.2424764,138.272141,140.8621036
267,147.6946724,137.6662659,138.4666678,141.2758687
268,148.3149609,138.0943508,138.6663564,141.6918894
269,148.9323811,138.526843,138.8714903,142.1102381
270,149.5467607,138.9638531,139.082351,142.5309883
271,150.1579333,139.4054903,139.2992173,142.9542136
272,150.765739,139.8518621,139.5223654,143.3799888
273,151.3700239,140.3030746,139.7520686,143.808389
274,151.970641,140.7592317,139.9885969,144.2394899
275,152.5674499,141.2204358,140.2322168,144.6733675
276,153.1603172,141.686787,140.4831912,145.1100985
277,153.7491167,142.1583834,140.741779,145.5497597
278,154.3337295,142.6353208,141.008235,145.9924284
279,154.914044,143.1176927,141.2828095,146.4381821
280,155.4899564,143.6055902,141.5657483,146.8870983
281,156.0613707,144.0991016,141.8572923,147.3392549
282,156.6281987,144.5983129,142.1576774,147.7947297
283,157.1903603,145.1033072,142.467134,148.2536005
284,157.7477835,145.6141647,142.7858874,148.7159452
285,158.3004046,146.1309628,143.1141568,149.1818414
286,158.8481684,146.6537756,143.4521558,149.6513666
287,159.3910281,147.1826743,143.8000917,150.124598
288,159.9289454,147.717727,144.1581657,150.6016127
289,160.4618907,148.2589982,144.5265724,151.0824871
290,160.9898432,148.8065493,144.9054997,151.5672974
291,161.5127908,149.3604379,145.2951287,152.0561191
292,162.0307303,149.9207185,145.6956336,152.5490275
293,162.5436673,150.4874416,146.1071812,153.0460967
294,163.0516165,151.0606542,146.5299311,153.5474006
295,163.5546014,151.6403995,146.9640355,154.0530121
296,164.0526545,152.2267169,147.4096385,154.5630033
297,164.5458173,152.8196419,147.866877,155.0774454
298,165.0341403,153.419206,148.3358794,155.5964086
299,165.5176828,154.0254367,148.8167664,156.119962
300,165.9965134,154.6383575,149.3096502,156.6481737
301,166.4707092,155.2579876,149.8146348,157.1811105
302,166.9403565,155.8843423,150.3318158,157.7188382
303,167.4055503,156.5174323,150.8612801,158.2614209
304,167.8663945,157.1572644,151.4031059,158.8089216
305,168.3230015,157.8038408,151.9573629,159.3614017
306,168.7754925,158.4571595,152.5241115,159.9189212
307,169.2239972,159.1172142,153.1034034,160.4815383
308,169.6686538,159.7839938,153.6952813,161.0493096
309,170.109609,160.4574833,154.2997786,161.6222903
310,170.5470173,161.1376626,154.9169196,162.2005332
311,170.9810419,161.8245077,155.5467195,162.7840897
312,171.4118535,162.5179895,156.1891839,163.373009
313,171.839631,163.2180749,156.8443093,163.9673384
314,172.2645609,163.9247258,157.5120827,164.5671231
315,172.6868372,164.6378999,158.1924817,165.1724063
